Scheme Code,ISIN Div Payout/ ISIN Growth,Scheme Name,Net Asset Value
139495,INF903JA1344,SUNDARAM FIXED TERM PLAN HM REGULAR  PLAN DIVIDEND PAYOUT,10.8478
142232,INF903JA1BV7,Sundaram Fixed Term IC Regular Plan Growth,9.9976
142229,INF903JA1BY1,Sundaram Fixed Term Plan IC Direct Dividend Payout,9.9977
142230,INF903JA1BX3,Sundaram Fixed Term Plan IC Direct Plan Growth,9.9977
142231,INF903JA1BW5,Sundaram Fixed Term Plan IC Regular Plan Dividend Payout,9.9977
113292,INF903J01926,Sundaram Fixed Term Plan-AN-Dividend Payout Option,0
113293,INF903J01918,Sundaram Fixed Term Plan-AN-Growth Option,0
123218,INF903J01TB5,Sundaram Hybrid Fund Series A Direct Plan Growth,13.446
123220,INF903J01TD1,Sundaram Hybrid Fund Series A Direct Plan Yearly Dividend Payout,13.446
123215,INF903J01SY9,Sundaram Hybrid Fund Series A Regular Plan Growth,13.0228
123216,INF903J01SZ6,Sundaram Hybrid Fund Series A Regular Plan Half Yearly Dividend Payout,13.0228
123217,INF903J01TA7,Sundaram Hybrid Fund Series A Regular Plan Yearly Dividend Payout,13.0228
125058,INF903J01XD3,Sundaram Hybrid Fund Series C Direct Plan Growth,13.4682
125061,INF903J01XA9,Sundaram Hybrid Fund Series C Regular Plan Growth,12.4909
125062,INF903J01XB7,Sundaram Hybrid Fund Series C Regular Plan Half Yearly Dividend Payout,12.4909
125063,INF903J01XC5,Sundaram Hybrid Fund Series C Regular Plan Yearly Dividend Payout,12.4909
125651,INF903J01XV5,Sundaram Hybrid Fund Series D Direct Plan Growth,12.695
125652,INF903J01XW3,Sundaram Hybrid Fund Series D Direct Plan Half Yearly Dividend Payout,12.6776
125653,INF903J01XX1,Sundaram Hybrid Fund Series D Direct Plan Yearly Dividend Payout,12.6812
125654,INF903J01XS1,Sundaram Hybrid Fund Series D Regular Plan Growth,12.2843
125655,INF903J01XT9,Sundaram Hybrid Fund Series D Regular Plan Half Yearly Dividend Payout,12.2844
125656,INF903J01XU7,Sundaram Hybrid Fund Series D Regular Plan Yearly Dividend Payout,12.2844
128424,INF903J01I32,Sundaram Hybrid Fund Series F Direct Plan Growth,14.4321
128425,INF903J01I40,Sundaram Hybrid Fund Series F Direct Plan Half Yearly Dividend Payout,12.8987
128426,INF903J01I57,Sundaram Hybrid Fund Series F Direct Plan Yearly Dividend Payout,12.6363
128427,INF903J01I08,Sundaram Hybrid Fund Series F Regular Plan Growth,14.0195
128428,INF903J01I16,Sundaram Hybrid Fund Series F Regular Plan Half Yearly Dividend Payout,12.604
128429,INF903J01I24,Sundaram Hybrid Fund Series F Regular Plan Yearly Dividend Payout,12.5127
134673,INF903J019O9,Sundaram Hybrid Fund Series M Direct Plan Growth,12.0384
134675,INF903J010P5,Sundaram Hybrid Fund Series M Direct Plan half Yearly Dividend,11.2375
134674,INF903J011P3,Sundaram Hybrid Fund Series M Direct plan Yearly Dividend,11.2174
134677,INF903J017O3,Sundaram Hybrid Fund Series M Regular Plan  Half yearly Dividend,11.1093
134676,INF903J016O5,Sundaram Hybrid Fund Series M Regular Plan Growth,11.9077
134678,INF903J018O1,Sundaram Hybrid Fund Series M Regular Plan Yearly Dividend,11.0918
136344,INF903J012Z0,SUNDARAM HYBRID FUND - SERIES O - DIRECT PLAN - GROWTH OPTION,11.7829
136339,INF903J013Z8,SUNDARAM HYBRID FUND - SERIES O - DIRECT PLAN - HALF YEARLY DIVIDEND PAYOUT,11.1548
136343,INF903J014Z6,SUNDARAM HYBRID FUND - SERIES O - DIRECT PLAN - YEARLY DIVIDEND PAYOUT,11.294
136341,INF903J010Z4,SUNDARAM HYBRID FUND - SERIES O - REGULAR PLAN - HALF YEARLY DIVIDEND PAYOUT,11.0935
136342,INF903J011Z2,SUNDARAM HYBRID FUND - SERIES O - REGULAR PLAN - YEARLY DIVIDEND PAYOUT,11.2399
136340,INF903J019Y8,SUNDARAM HYBRID SERIES O - REGULAR PLAN - GROWTH OPTION,11.7273
129787,INF903J01K79,Sundaram Hybrid Fund Series H Direct Plan Growth,14.2421
129788,INF903J01K87,Sundaram Hybrid Fund Series H Direct Plan Half yearly Dividend Payout,12.8205
129790,INF903J01K46,Sundaram Hybrid Fund Series H Regular Plan Growth,13.8494
129791,INF903J01K53,Sundaram Hybrid Fund Series H Regular Plan Half Yearly Dividend Payout,12.4332
129792,INF903J01K61,Sundaram Hybrid Fund Series H Regular Plan Yearly Dividend Payout,12.4542
130307,INF903J01N92,Sundaram Hybrid Fund Series K Direct Growth,13.4409
130305,INF903J01O00,Sundaram Hybrid Fund Series K Direct Half yearly Dividend,12.3378
130306,INF903J01O18,Sundaram Hybrid Fund Series K Direct Yearly Dividend,12.2094
130303,INF903J01N68,Sundaram Hybrid Fund Series K Regular Growth,13.1121
130304,INF903J01N76,Sundaram Hybrid Fund Series K Regular half yearly Dividend,12.0152
130308,INF903J01N84,Sundaram Hybrid Fund Series K Regular Yearly Dividend,12.0497
134710,INF903J010R1,SUNDARAM hYBRID SERIES N DIRECT PLAN GROWTH,12.1186
134711,INF903J018Q6,SUNDARAM HYBRID SERIES N DIRECT PLAN HALF YEARLY DIVIDEND PAYOUT,11.3157
134712,INF903J019Q4,SUNDARAM HYBRID SERIES N DIRECT PLAN YEARLY DIVIDEND PAYOUT,11.243
134713,INF903J013R5,SUNDARAM HYBRID SERIES N REGULAR PLAN GROWTH,11.9864
134715,INF903J012R7,SUNDARAM HYBRID SERIES N REGULAR PLAN YEARLY DIVIDEND,11.1144
134714,INF903J011R9,SUNDARAM, HYBRID SERIES N REGULAR PLAN HALF YEARLY DIVIDEND PAYOUT
136544,INF903JA1104,SUNDARAM HYBRID SERIES P DIRECT  PLAN  HALF YEARLY DIVIDEDN,11.159
136542,INF903JA1096,SUNDARAM HYBRID SERIES P DIRECT PLAN GROWTH,11.7437
136543,INF903JA1112,SUNDARAM HYBRID SERIES P DIRECT PLAN YEARLY DIVIDEND,11.2546
136539,INF903JA1062,SUNDARAM HYBRID SERIES P REGULAR PLAN GROWTH,11.6647
136540,INF903JA1070,SUNDARAM HYBRID SERIES P REGULAR PLAN HALF YEARLY DIVIDEND,11.082
136541,INF903JA1088,SUNDARAM HYBRID SERIES P REGULAR PLAN YEARLY DIVIDEND,11.1768
141254,INF903JA1AF2,SUNDARAM HYBRID SERIES U DIRECT PLAN  HALF YEARLY DIVIDEND  PAYOUT,10.6388
141253,INF903JA1AE5,SUNDARAM HYBRID SERIES U DIRECT PLAN GROWTH,10.6902
141255,INF903JA1AB1,SUNDARAM HYBRID SERIES U REGULAR PLAN GROWTH,10.6603
141251,INF903JA1AC9,SUNDARAM HYBRID SERIES U REGULAR PLAN HALF YEARLY DIVIDEND PAYOUT,10.6089
141252,INF903JA1AD7,SUNDARAM HYBRID SERIES U REGULAR PLAN YEARLY DIVIDEND PAYOUT,10.6603
119694,INF903J01PF4,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Dividend Payout,0
119693,INF903J01PG2,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Growth,17.7556
109545,INF903J01BP3,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D INST  DIVIDEND,0
109542,INF903J01BO6,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D INST  GROWTH,0
109543,INF903J01BN8,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D REG DIVIDEND,10.174
109544,INF903J01BM0,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D REG GROWTH,17.738
135056,INF903J017S4,Sundaram Fixed Term Plan GY Direct Plan Growth,12.2929
135059,INF903J014S1,Sundaram Fixed Term Plan GY Regular Plan growth,12.2084
135058,INF903J015S8,Sundaram Fixed Term Plan GY Regular Plan Half Yearly Dividned Payout,10.8599
135060,INF903J016S6,Sundaram Fixed Term Plan GY Regular Plan Quarterly  Dividned Payout,10.5076
131046,INF277K01F30,Tata Dual Advantage Fund Series 2 Scheme A -Direct Plan Growth Option,13.7863
131044,INF277K01F48,Tata Dual Advantage Fund Series 2 Scheme A-Direct Plan Dividend(Payout) Option,13.7863
131045,INF277K01F22,Tata Dual Advantage Fund Series 2 Scheme A-Plan A Dividend(Payout) Option,13.16
131043,INF277K01F14,Tata Dual Advantage Fund Series 2 Scheme A-Plan A Growth Option,13.16
133018,INF277K01J85,Tata Dual Advantage Fund Series 2 Scheme B Direct Plan Dividend Payout,13.1811
133017,INF277K01J77,Tata Dual Advantage Fund Series 2 Scheme B Direct Plan Growth,13.1813
133016,INF277K01J69,Tata Dual Advantage Fund Series 2 Scheme B Plan A Dividend Payout,12.5976
133007,INF277K01J51,Tata Dual Advantage Fund Series 2 Scheme B Plan A Growth,12.5976
133511,INF277K01M49,Tata Dual Advantage Fund Series 2 Scheme C Direct Plan Dividend Payout,13.0776
133512,INF277K01M31,Tata Dual Advantage Fund Series 2 Scheme C Direct Plan Growth,13.0776
133510,INF277K01M23,Tata Dual Advantage Fund Series 2 Scheme C Plan A Dividend Payout,12.5905
133509,INF277K01M15,Tata Dual Advantage Fund Series 2 Scheme C Plan A Growth,12.5905
134011,INF277K01P04,Tata Dual Advantage Fund Series 3 Scheme A Direct Plan Dividend Payout,12.8243
134009,INF277K01O96,Tata Dual Advantage Fund Series 3 Scheme A Direct Plan Growth,12.8243
134010,INF277K01O88,Tata Dual Advantage Fund Series 3 Scheme A Plan A Dividend Payout,12.2842
134012,INF277K01O70,Tata Dual Advantage Fund Series 3 Scheme A Plan A Growth,12.2842
124616,INF277K01S50,Tata FMP Series 44 Scheme D - Direct Plan -Growth Option,14.3339
124615,INF277K01S43,Tata FMP Series 44 Scheme D- Plan A -Growth Option,14.184
125840,INF277K01S92,Tata FMP Series 46 Scheme D - Direct Plan -Growth Option,13.9855
125842,INF277K01S76,Tata FMP Series 46 Scheme D- Plan A -Growth Option,13.852
126699,INF277K01T26,Tata FMP Series 46 Scheme K - Direct Plan -Growth Option,14.0302
126698,INF277K01T00,Tata FMP Series 46 Scheme K - Plan A -Dividend Option ( Payout),12.4033
126697,INF277K01T18,Tata FMP Series 46 Scheme K- Plan A -Growth Option,13.7427
126967,INF277K01T59,Tata FMP Series 46 Scheme M - Direct Plan - Dividend Option ( Payout),12.5241
126970,INF277K01T67,Tata FMP Series 46 Scheme M - Direct Plan -Growth Option,13.9106
126969,INF277K01T34,Tata FMP Series 46 Scheme M - Plan A -Dividend Option ( Payout),12.4756
126968,INF277K01T42,Tata FMP Series 46 Scheme M - Plan A -Growth Option,13.7791
126973,INF277K01U07,Tata FMP Series 46 Scheme N - Direct Plan -Growth Option,13.8235
126972,INF277K01T75,Tata FMP Series 46 Scheme N - Plan A -Dividend Option ( Payout),12.4561
126971,INF277K01T83,Tata FMP Series 46 Scheme N - Plan A -Growth Option,13.6951
127874,INF277K01U31,Tata FMP Series 46 Scheme Q - Direct Plan - Dividend Option ( Payout),12.5023
127872,INF277K01U49,Tata FMP Series 46 Scheme Q - Direct Plan -Growth Option,13.7867
127873,INF277K01U15,Tata FMP Series 46 Scheme Q - Plan A -Dividend Option ( Payout),12.4501
127871,INF277K01U23,Tata FMP Series 46 Scheme Q - Plan A -Growth Option,13.6586
128301,INF277K01U72,Tata FMP Series 46 Scheme R - Direct Plan - Dividend Option ( Payout),12.5199
128300,INF277K01U80,Tata FMP Series 46 Scheme R - Direct Plan -Growth Option,13.7629
128299,INF277K01U56,Tata FMP Series 46 Scheme R - Plan A -Dividend Option ( Payout),12.4721
128302,INF277K01U64,Tata FMP Series 46 Scheme R - Plan A -Growth Option,13.6494
127299,INF277K01U98,Tata FMP Series 46 Scheme T - Direct Plan -Growth Option,13.8862
127296,INF277K01V06,Tata FMP Series 46 Scheme T - Plan A -Growth Option,13.7568
128398,INF277K01R36,Tata Fixed Maturity Plan Series 47 Scheme C-Direct Plan-Dividend Payout,12.5202
128396,INF277K01R44,Tata Fixed Maturity Plan Series 47 Scheme C-Direct Plan-Growth,13.6993
128399,INF277K01R10,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Dividend Payout,12.4696
128397,INF277K01R28,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Growth,13.6251
128400,INF277K01R77,Tata Fixed Maturity Plan Series 47 Scheme D-Direct Plan-Dividend Payout,12.5209
128402,INF277K01R85,Tata Fixed Maturity Plan Series 47 Scheme D-Direct Plan-Growth,13.7808
128403,INF277K01R51,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Dividend Payout,12.4612
128401,INF277K01R69,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Growth,13.6191
128829,INF277K01V97,Tata Fixed Maturity Plan Series 47 Scheme E Direct Plan Growth,13.6646
128828,INF277K01V63,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Dividend Payout,12.4344
128830,INF277K01V71,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Growth,13.5866
129044,INF277K01W39,Tata FMP Series 47 Scheme F - Direct Plan -Growth Option,13.5961
129043,INF277K01W05,Tata FMP Series 47 Scheme F - Plan A -Dividend Option ( Payout),12.3751
129042,INF277K01W13,Tata FMP Series 47 Scheme F - Plan A -Growth Option,13.5169
129218,INF277K01W70,Tata FMP Series 47 Scheme H - Direct Plan -Growth Option,13.6414
129217,INF277K01W47,Tata FMP Series 47 Scheme H - Plan A -Dividend Option ( Payout),12.4322
129216,INF277K01W54,Tata FMP Series 47 Scheme H - Plan A -Growth Option,13.5483
128980,INF277K01S19,Tata FMP Series 47 Scheme J - Direct Plan - Dividend Option ( Payout),12.5238
128983,INF277K01S27,Tata FMP Series 47 Scheme J - Direct Plan -Growth Option,13.6884
128982,INF277K01R93,Tata FMP Series 47 Scheme J - Plan A -Dividend Option ( Payout),12.4753
128981,INF277K01S01,Tata FMP Series 47 Scheme J - Plan A -Growth Option,13.6093
134170,INF582M01CF8,Union Capital Protection Oriented Fund - Series 6 - Direct Plan - Dividend Option,11.2386
134171,INF582M01CE1,Union Capital Protection Oriented Fund - Series 6 - Direct Plan - Growth Option,11.2386
134169,INF582M01CH4,Union Capital Protection Oriented Fund - Series 6 - Regular Plan - Growth Option,11.2352
140558,INF582M01CL6,Union Capital Protection Oriented Fund - Series 7 - Direct Plan - Dividend Option,10.8268
140557,INF582M01CK8,Union Capital Protection Oriented Fund - Series 7 - Direct Plan - Growth Option,10.8268
140555,INF582M01CO0,Union Capital Protection Oriented Fund - Series 7 - Regular Plan - Dividend Option,10.7355
140556,INF582M01CN2,Union Capital Protection Oriented Fund - Series 7 - Regular Plan - Growth Option,10.7355
141727,INF582M01CY9,Union Capital Protection Oriented Fund - Series 8 - Direct Plan - Growth Option,10.5502
141728,INF582M01DC3,Union Capital Protection Oriented Fund - Series 8 - Regular Plan - Dividend Option,10.5164
141729,INF582M01DB5,Union Capital Protection Oriented Fund - Series 8 - Regular Plan - Growth Option,10.5164
120975,INF789F01VO5,UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Direct Income Option,10.0254
106145,INF789F01EU8,UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Growth Option,22.7945
120970,INF789F01VQ0,UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Growth Option - DIRECT,23.0243
106146,INF789F01ES2,UTI - Fixed Income Interval Fund - Monthly Interval Plan - Dividend Option,10.0273
106549,INF789F01EV6,UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option,10.0581
132973,INF789FA19H5,UTI - Capital Protection Oriented Scheme - Series - IV - III (1105 Days) - Growth Option,12.3083
132976,INF789FA10I2,UTI - Capital Protection Oriented Scheme - Series IV - III (1105 Days) - Dividend Option - Direct,10.0001
132974,INF789FA11I0,UTI - Capital Protection Oriented Scheme - Series IV - III (1105 Days) - Growth Option - Direct,12.8478
132975,INF789FA18H7,UTI - Capital Protection Oriented Scheme - Series IV -III (1105 Days) - Dividend Option,10.0001
135861,INF789FB10K6,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Dividend Option,13.226
135863,INF789FB11K4,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option,13.226
135862,INF789FB18J1,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Dividend Option,12.7332
135860,INF789FB19J9,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option,12.7332
136123,INF789FB12P1,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Dividend Option,13.0333
136124,INF789FB13P9,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option,13.0335
136121,INF789FB10P5,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Dividend Option,12.5832
136122,INF789FB11P3,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option,12.5832
136418,INF789FB10W1,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Dividend Option,12.9523
136419,INF789FB11W9,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Growth Option,12.9524
136417,INF789FB18V6,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Dividend Option,12.5285
136420,INF789FB19V4,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Growth Option,12.5285
139505,INF789FC1BD6,UTI - Dual Advantage Fixed Term Series II-IV (1278 Days) - Direct Plan - Dividend Option,11.5851
139506,INF789FC1BE4,UTI - Dual Advantage Fixed Term Series III-II (1278 Days) - Direct Plan - Growth Option,11.5851
139503,INF789FC1BB0,UTI - Dual Advantage Fixed Term Series III-II (1278 Days) - Regular Plan - Dividend Option,11.2905
139504,INF789FC1BC8,UTI - Dual Advantage Fixed Term Series III-II (1278 Days) - Regular Plan - Growth Option,11.2905
140169,INF789FC1GG8,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Dividend Option,10.987
140170,INF789FC1GH6,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Growth Option,10.987
140171,INF789FC1GE3,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Dividend Option,10.773
140168,INF789FC1GF0,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option,10.773
140654,INF789FC1IK6,UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Direct Plan - Dividend Option,10.5473
140655,INF789FC1IL4,UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Direct Plan - Growth Option,10.5473
140657,INF789FC1II0,UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Regular Plan - Dividend Option,10.3786
140656,INF789FC1IJ8,UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Regular Plan - Growth Option,10.3786
140506,INF789FC1HW3,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct  Plan - Dividend Option,10.7389
140507,INF789FC1HX1,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option,10.7389
140508,INF789FC1HU7,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Dividend Option,10.5461
140505,INF789FC1HV5,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Growth Option,10.5461
140542,INF789FC1IO8,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Dividend Option,10.7295
140543,INF789FC1IP5,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Growth Option,10.7295
140544,INF789FC1IM2,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Dividend Option,10.5423
140541,INF789FC1IN0,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Growth Option,10.5423
134897,INF789FB1D45,UTI - FTIF Series XXII - V (1099 Days) - Direct Plan - Growth Option,12.4995
134896,INF789FB1D94,UTI - FTIF Series XXII-V (1099 Days) -  Regular Plan - Growth Option,12.3751
134899,INF789FB1D29,UTI - FTIF Series XXII-V (1099 Days) - Direct Plan - Annual Div Option,10.83
134898,INF789FB1D60,UTI - FTIF Series XXII-V (1099 Days) - Direct Plan - Quarterly Div Option,10.1738
134892,INF789FB1D78,UTI - FTIF Series XXII-V (1099 Days) - Regular Plan - Annual Div Option,10.8298
134894,INF789FB1D86,UTI - FTIF Series XXII-V (1099 Days) - Regular Plan - Flexi Div Option,12.3751
134895,INF789FB1E10,UTI - FTIF Series XXII-V (1099 Days) - Regular Plan - Quarterly Div Option,10.1738
130646,INF789FA1TX8,UTI Capital Protection Oriented Scheme - Series IV - I (1103 Days) - Growth Option,12.3545
130647,INF789FA1TZ3,UTI Capital Protection Oriented Scheme - Series IV - I (1103 Days) - Growth Option - Direct,12.8775
130649,INF789FA1TY6,UTI Capital Protection Oriented Scheme - Series IV -I (1103 Days) - Dividend Option - Direct,10
130648,INF789FA1TW0,UTI Capital Protection Oriented Scheme Series IV - I (1103 Days) - Dividend Option,10
131559,INF789FA1F60,UTI Capital Protection Oriented Scheme - Series IV-II (1104 Days) - Dividend Option - Direct,10.0003
131560,INF789FA1F78,UTI Capital Protection Oriented Scheme - Series IV-II (1104 Days) - Growth Option - Direct,12.7215
131341,INF789FA1F45,UTI Capital Protection Oriented Scheme - Series IV-II (1104 Days)- Dividend Option,10.0004
131340,INF789FA1F52,UTI Capital Protection Oriented Scheme - Series IV-II (1104 Days)- Growth Option,12.2102
133573,INF789FB1916,UTI Capital Protection Oriented Scheme - Series V-I (1163 Days) - Dividend Option,12.2576
133574,INF789FB1932,UTI Capital Protection Oriented Scheme - Series V-I (1163 Days) - Dividend Option - Direct,12.818
133575,INF789FB1924,UTI Capital Protection Oriented Scheme - Series V-I (1163 Days) - Growth Option,12.2576
133576,INF789FB1940,UTI Capital Protection Oriented Scheme - Series V-I (1163 Days) - Growth Option - Direct,12.8181
135257,INF789FB1U85,UTI Capital Protection Oriented Scheme - Series VI-I (1098 Days) - Direct Plan - Dividend Option,12.4865
135254,INF789FB1U69,UTI Capital Protection Oriented Scheme - Series VI-I (1098 Days) - Regular Plan - Dividend Option,12.0694
135255,INF789FB1U77,UTI Capital Protection Oriented Scheme - Series VI-I (1098 Days) - Regular Plan - Growth Option,12.0694
135256,INF789FB1U93,UTI Capital Protection Oriented Scheme Series - VI-I (1098 Days) - Direct Plan - Growth Option,12.4865
141245,INF789FC1TE6,UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Direct Plan - Dividend Option,10.5002
141244,INF789FC1TF3,UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Direct Plan - Growth Option,10.5002
141243,INF789FC1TC0,UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Regular Plan - Dividend Option,10.3598
141246,INF789FC1TD8,UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Regular Plan - Growth Option,10.3598
141463,INF789FC1A04,UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Direct Plan - Dividend Option,10.3237
141466,INF789FC1A12,UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Direct Plan - Growth Option,10.3237
141465,INF789FC1ZY1,UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Regular Plan - Dividend Option,10.2067
141464,INF789FC1ZZ8,UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Regular Plan - Growth Option,10.2067
141701,INF789FC1Q14,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Direct Plan - Dividend Option,10.205
141700,NF789FC1Q22,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Direct Plan - Growth Option,10.205
141699,INF789FC1P98,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Regular Plan - Dividend Option,10.1202
141698,INF789FC1Q06,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Regular Plan - Growth Option,10.1202
134166,INF789FB1CJ2,UTI Capital Protection Oriented Scheme Series V-II (1135 Days) - Dividend Option,12.2808
134164,INF789FB1CL8,UTI Capital Protection Oriented Scheme Series V-II (1135 Days) - Dividend Option - Direct,12.8213
134167,INF789FB1CK0,UTI Capital Protection Oriented Scheme Series V-II (1135 Days) - Growth Option,12.2808
134165,INF789FB1CM6,UTI Capital Protection Oriented Scheme Series V-II (1135 Days) - Growth Option - Direct,12.8213
135462,INF789FB17C8,UTI Capital Protection Oriented Scheme Series VI-II ( 1100 Days) - Regular Plan - Growth Option,11.7995
135465,INF789FB19C4,UTI Capital Protection Oriented Scheme Series VI-II (1100 DAys ) - Direct Plan - Growth Option,12.2639
135464,INF789FB18C6,UTI Capital Protection Oriented Scheme Series VI-II (1100 Days) - Direct Plan - Dividend Option,12.264
135463,INF789FB16C0,UTI Capital Protection Oriented Scheme Series VI-II (1100 Days) - Regular Plan - Dividend Option,11.7995
135605,INF789FB16F3,UTI Capital Protection Oriented Scheme Series VI-III (1098 Days) - Direct Plan - Dividend Option,12.3146
135604,INF789FB17F1,UTI Capital Protection Oriented Scheme Series VI-III (1098 Days) - Direct Plan - Growth Option,12.3147
135603,INF789FB14F8,UTI Capital Protection Oriented Scheme Series VI-III (1098 Days) - Regular Plan - Dividend Option,11.8717
135602,INF789FB15F5,UTI Capital Protection Oriented Scheme Series VI-III (1098 Days) - Regular Plan - Growth Option,11.8718
136019,INF789FB14N2,UTI Capital Protection Oriented Scheme Series VII-I (1098 Days) - Direct Plan - Dividend Option,12.519
136018,INF789FB15N9,UTI Capital Protection Oriented Scheme Series VII-I (1098 Days) - Direct Plan - Growth Option,12.5191
136021,INF789FB12N6,UTI Capital Protection Oriented Scheme Series VII-I (1098 Days) - Regular Plan - Dividend Option,12.107
136020,INF789FB13N4,UTI Capital Protection Oriented Scheme Series VII-I (1098 Days) - Regular Plan - Growth Option,12.107
138233,INF789FB16T4,UTI Capital Protection Oriented Scheme Series VII-II (1281 Days) - Direct Plan - Dividend Option,12.2076
136356,INF789FB17T2,UTI Capital Protection Oriented Scheme Series VII-II (1281 Days) - Direct Plan - Growth Option,12.2076
138232,INF789FB14T9,UTI Capital Protection Oriented Scheme Series VII-II (1281 Days) - Regular Plan - Dividend Option,11.8044
136357,INF789FB15T6,UTI Capital Protection Oriented Scheme Series VII-II (1281 Days) - Regular Plan - Growth Option,11.8044
136501,INF789FB14W3,UTI Capital Protection Oriented Scheme Series VII-III (1279 Days) - Direct Plan - Dividend Option,12.0671
136504,INF789FB15W0,UTI Capital Protection Oriented Scheme Series VII-III (1279 Days) - Direct Plan - Growth Option,12.0671
136503,INF789FB12W7,UTI Capital Protection Oriented Scheme Series VII-III (1279 Days) - Regular Plan - Dividend Option,11.6857
136502,INF789FB13W5,UTI Capital Protection Oriented Scheme Series VII-III (1279 Days) - Regular Plan - Growth Option,11.6858
139301,INF789FC1717,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Direct Plan - Dividend Option,11.7156
139299,INF789FC1725,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Direct Plan - Growth Option,11.7155
139302,INF789FC1691,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Regular Plan - Dividend Option,11.3648
139300,INF789FC1709,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Regular Plan - Growth Option,11.3648
139375,INF789FC1956,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Direct Plan - Dividend Option,11.5311
139372,INF789FC1964,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Direct Plan - Growth Option,11.5311
139374,INF789FC1931,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Regular Plan - Dividend Option,11.2124
